stat_area,project,stock,year,species,run,stage,obj,target_no
29C,Inch Sockeye Satellite,Coquitlam R,2019,Sockeye,Fall,Smolt 1+,Stewardship,10000
29D,Inch Sockeye Satellite,Cultus Lk,2019,Sockeye,Fall,Fry,Conservation,25000
29D,Inch Sockeye Satellite,Cultus Lk,2019,Sockeye,Fall,Fry,Conservation,150000
29D,Inch Sockeye Satellite,Cultus Lk,2019,Sockeye,Fall,Smolt 1+,Conservation,50000
29D,Inch Sockeye Satellite,Weaver Sp Ch,2019,Sockeye,Fall,Smolt 1+,Rebuilding,25000
29C,Inch Sockeye Satellite,Pitt R Up,2019,Sockeye,Summer,Fry,Harvest,500000
29C,Kanaka Cr,Kanaka Cr,2019,Chum,Fall,Fry,Rebuilding,150000
29C,Kanaka Cr,Kanaka Cr,2019,Chum,Fall,Fry,Rebuilding,45000
29C,Kanaka Cr,Kanaka Cr,2019,Chum,Fall,Fry,Rebuilding,25000
29C,Kanaka Cr,Kanaka Cr,2019,Chum,Fall,Fry,Rebuilding,5000
29C,Kanaka Cr,Kanaka Cr,2019,Chum,Fall,Eyed Egg,Rebuilding,10000
29C,Kanaka Cr,Kanaka Cr,2019,Chum,Fall,Fry,Stewardship,30000
29C,Kanaka Cr,Kanaka Cr,2019,Coho,Fall,Smolt 1+,Stewardship,10000
29C,Kanaka Cr,Kanaka Cr,2019,Coho,Fall,Smolt 1+,Rebuilding,4000
29C,Kanaka Cr,Kanaka Cr,2019,Coho,Fall,Fry,Rebuilding,40000
29C,Kanaka Cr,Kanaka Cr,2019,Coho,Fall,Smolt 1+,Harvest,15000
29C,Kanaka Cr,Kanaka Cr,2019,Coho,Fall,Smolt 1+,Rebuilding,1000
29C,Kanaka Cr,Kanaka Cr,2019,Pink,Fall,Fry,Rebuilding,130000
29B,L Campbell R,L Campbell R,2019,Chinook,Fall,Smolt 0+,Harvest,50000
29B,L Campbell R,L Campbell R,2019,Coho,Fall,Fry,Stewardship,5000
29B,L Campbell R,L Campbell R,2019,Coho,Fall,Fry,Stewardship,10000
29B,L Campbell R,L Campbell R,2019,Coho,Fall,Smolt 1+,Harvest,30000
29B,Nicomekl R,Nicomekl R,2019,Chinook,Fall,Smolt 0+,Stewardship,45000
29B,Nicomekl R,Nicomekl R,2019,Chum,Fall,Fry,Rebuilding,150000
29B,Nicomekl R,Nicomekl R,2019,Coho,Fall,Fry,Stewardship,40000
29D,Nicomekl R,Chehalis R,2019,Pink,Fall,Fry,Stewardship,150000
29B,Serpentine R,Serpentine R,2019,Chinook,Fall,Smolt 0+,Stewardship,100000
29B,Serpentine R,Serpentine R,2019,Chum,Fall,Fry,Stewardship,65000
29B,Serpentine R,Serpentine R,2019,Coho,Fall,Fry,Stewardship,75000
29B,Serpentine R,Serpentine R,2019,Coho,Fall,Smolt 1+,Stewardship,5000
28,Seymour R,Seymour R/GSMN,2019,Chum,Fall,Fry,Rebuilding,20000
28,Seymour R,Seymour R/GSMN,2019,Chum,Fall,Fry,Rebuilding,425000
28,Seymour R,Seymour R/GSMN,2019,Coho,Fall,Fry,Rebuilding,140000
28,Seymour R,Seymour R/GSMN,2019,Coho,Fall,Smolt 1+,Rebuilding,40000
28,Seymour R,Cheakamus R,2019,Pink,Fall,Fry,Rebuilding,450000
28,Seymour R,Seymour R/GSMN,2019,Pink,Fall,Fry,Stewardship,450000
28,Tenderfoot Cr,Ashlu Cr,2019,Chinook,Summer,Fry,Rebuilding,15000
28,Tenderfoot Cr,Ashlu Cr,2019,Chinook,Summer,Smolt 1+,Rebuilding,15000
28,Tenderfoot Cr,Cheakamus R,2019,Chinook,Summer,Fry,Rebuilding,80000
28,Tenderfoot Cr,Cheakamus R,2019,Chinook,Summer,Smolt 1+,Rebuilding,50000
28,Tenderfoot Cr,Mamquam R,2019,Chinook,Summer,Fry,Rebuilding,15000
28,Tenderfoot Cr,Mamquam R,2019,Chinook,Summer,Smolt 1+,Rebuilding,30000
29G,Tenderfoot Cr,Portage Cr,2019,Chinook,Summer,Smolt 1+,Conservation,50000
28,Tenderfoot Cr,Shovelnose Cr,2019,Chinook,Summer,Fry,Rebuilding,5000
28,Tenderfoot Cr,Shovelnose Cr,2019,Chinook,Summer,Smolt 1+,Rebuilding,10000
28,Tenderfoot Cr,Shovelnose Cr,2019,Chinook,Summer,Smolt 1+,Rebuilding,15000
28,Tenderfoot Cr,Tenderfoot Cr,2019,Chum,Fall,Fry,Rebuilding,400000
28,Tenderfoot Cr,Tenderfoot Cr,2019,Chum,Fall,Fry,Rebuilding,100000
28,Tenderfoot Cr,Tenderfoot Cr,2019,Chum,Fall,Fry,Rebuilding,300000
28,Tenderfoot Cr,Mamquam R,2019,Coho,Fall,Fry,Rebuilding,50000
28,Tenderfoot Cr,Mamquam R,2019,Coho,Fall,Smolt 1+,Harvest,50000
28,Tenderfoot Cr,Tenderfoot Cr,2019,Coho,Fall,Fry,Rebuilding,50000
28,Tenderfoot Cr,Tenderfoot Cr,2019,Coho,Fall,Fry,Rebuilding,200000
28,Tenderfoot Cr,Tenderfoot Cr,2019,Coho,Fall,Smolt 1+,Harvest,100000
28,Tenderfoot Cr,Cheakamus R,2019,Pink,Fall,Eyed Egg,Stewardship,20000
28,Tenderfoot Cr,Cheakamus R,2019,Pink,Fall,Fry,Harvest,250000
29D,Weaver Sp Ch,Weaver Sp Ch,2019,Chum,Fall,Fry,Harvest,2700000
29D,Weaver Sp Ch,Weaver Sp Ch,2019,Pink,Fall,Fry,Harvest,2500000
29D,Weaver Sp Ch,Weaver Sp Ch,2019,Sockeye,Fall,Fry,Harvest,46800000
120,Snettisham,Tahltan Lk,2019,Sockeye,Summer,Fry,Harvest,4000000
130,Snettisham,Tatsamenie Lk,2019,Sockeye,Summer,Fry,Harvest,1375000
130,Snettisham,Tatsamenie Lk,2019,Sockeye,Summer,Fry,Assessment/Harvest,225000
130,Snettisham,Trapper Lk,2019,Sockeye,Summer,Fry,Harvest,200000
29F,Deadman R,Deadman R,2020,Coho,Fall,Fry,Conservation,9000
29F,Deadman R,Deadman R,2020,Coho,Fall,Smolt 1+,Conservation,19000
29F,Gates Sp Ch,Gates Cr,2020,Sockeye,Summer,Fry,Harvest,13500000
29G,Horsefly Sp Ch,Horsefly Ch,2020,Sockeye,Summer,Fry,Harvest,22500000
29K,Kingfisher Cr/TOMF,Kingfisher Cr/TOMF,2020,Chinook,Summer,Fry,Stewardship,50000
29I,Nadina Sp Ch,Nadina R,2020,Sockeye,Summer,Fry,Harvest,22500000
29K,Shuswap R,Shuswap R Low,2020,Chinook,Summer,Smolt 0+,Assessment,550000
29K,Shuswap R,Shuswap R Low,2020,Chinook,Summer,Eyed Egg,Assessment,5000
29K,Shuswap R,Shuswap R Middle,2020,Chinook,Summer,Smolt 0+,Assessment,150000
29I,Shuswap R,Stuart R,2020,Sockeye,Spring,Fry,Rebuilding,175000
29I,Shuswap R,Bowron R,2020,Sockeye,Summer,Fry,Rebuilding,175000
29F,Spius Cr,Bonaparte R,2020,Chinook,Spring,Fry,Conservation,50000
29F,Spius Cr,Coldwater R,2020,Chinook,Spring,Fry,Rebuilding,30000
29F,Spius Cr,Coldwater R,2020,Chinook,Spring,Smolt 1+,Rebuilding,55000
29F,Spius Cr,Nicola R,2020,Chinook,Spring,Smolt 1+,Assessment,200000
29F,Spius Cr,Nicola R,2020,Chinook,Spring,Fry,Assessment,50000
29K,Spius Cr,Salmon R/TOMF,2020,Chinook,Spring,Fry,Rebuilding,70000
29F,Spius Cr,Spius Cr,2020,Chinook,Spring,Fry,Rebuilding,55000
29G,Spius Cr,Chilko R,2020,Chinook,Summer,Fry,Assessment,50000
29F,Spius Cr,Nahatlatch R,2020,Chinook,Summer,Fry,Conservation,50000
29F,Spius Cr,Coldwater R,2020,Coho,Fall,Fry,Assessment,25000
29F,Spius Cr,Coldwater R,2020,Coho,Fall,Smolt 1+,Assessment,65000
29K,Spius Cr,Eagle R,2020,Coho,Fall,Fry,Assessment,20000
29K,Spius Cr,Eagle R,2020,Coho,Fall,Smolt 1+,Assessment,65000
29K,Spius Cr,Salmon R/TOMF,2020,Coho,Fall,Fry,Conservation,5000
29K,Spius Cr,Salmon R/TOMF,2020,Coho,Fall,Smolt 1+,Conservation,25000
29J,Thompson R N,Dunn Cr,2020,Coho,Fall,Smolt 1+,Stewardship,30000
7,Emily Lk,Tankeeah R,2020,Sockeye,Summer,Fry,Harvest,80000
4,Fulton R,Fulton Ch #1,2020,Sockeye,Summer,Fry,Harvest,3700000
4,Fulton R,Fulton Ch #2,2020,Sockeye,Summer,Fry,Harvest,72500000
4,Fulton R,Fulton R,2020,Sockeye,Summer,Fry,Harvest,37500000
6,Hartley Bay Cr,Hartley Bay Cr,2020,Chum,Fall,Fry,Rebuilding,20000
6,Hartley Bay Cr,Hartley Bay Cr,2020,Coho,Fall,Smolt 1+,Harvest,30000
6,Hartley Bay Cr,Hartley Bay Cr,2020,Coho,Fall,Fry,Harvest,100000
6,Hartley Bay Cr,Hartley Bay Cr,2020,Coho,Fall,Fry,Harvest,60000
6,Hartley Bay Cr,Hartley Bay Cr,2020,Coho,Fall,Fry,Harvest,70000
6,Hartley Bay Cr,Hartley Bay Cr,2020,Coho,Fall,Fry,Harvest,80000
7,Heiltsuk,McLoughlin Bay Cr,2020,Chum,Fall,Seapen,Harvest,1800000
7,Heiltsuk,McLoughlin Bay Cr,2020,Coho,Fall,Seapen,Harvest,43200
7,Kitasoo Cr,Kitasoo Cr,2020,Chum,Fall,Seapen,Harvest,1080000
7,Kitasoo Cr,Kitasoo Cr,2020,Coho,Fall,Seapen,Harvest,43200
6,Kitimat R,Kitimat R,2020,Chinook,Spring,Smolt 0+,Harvest,2000000
6,Kitimat R,Kitimat R,2020,Chum,Summer,Fry,Harvest,1700000
6,Kitimat R,Kitimat R,2020,Coho,Fall,Fry,Harvest,100000
6,Kitimat R,Kitimat R,2020,Coho,Fall,Smolt 1+,Harvest,500000
1,Old Massett,Yakoun R,2020,Chinook,Summer,Smolt 0+,Rebuilding,225000
1,Old Massett,Mamin R,2020,Coho,Fall,Fry,Harvest,36000
1,Old Massett,Yakoun R,2020,Coho,Fall,Smolt 1+,Harvest,90000
4,Pinkut Cr,Pinkut Ch,2020,Sockeye,Summer,Fry,Harvest,36500000
4,Pinkut Cr,Pinkut Cr,2020,Sockeye,Summer,Fry,Harvest,3750000
29G,Snootli Cr,Chilcotin R,2020,Chinook,Spring,Fry,Assessment,40000
8,Snootli Cr,Atnarko R Low,2020,Chinook,Summer,Smolt 0+,Assessment/Harvest,950000
8,Snootli Cr,Atnarko R Up,2020,Chinook,Summer,Smolt 0+,Assessment/Harvest,950000
8,Snootli Cr,Nusatsum R,2020,Chinook,Summer,Smolt 0+,Rebuilding,50000
8,Snootli Cr,Saloompt R,2020,Chinook,Summer,Smolt 0+,Rebuilding,50000
8,Snootli Cr,Atnarko R,2020,Chum,Fall,Fry,Conservation,40000
8,Snootli Cr,Fish Cr+Airport Ch,2020,Chum,Summer,Fry,Harvest,1656000
8,Snootli Cr,Saloompt R,2020,Chum,Summer,Fry,Harvest,1656000
8,Snootli Cr,Snootli Cr,2020,Chum,Summer,Fry,Harvest,1656000
8,Snootli Cr,Thorsen Cr/CCST,2020,Chum,Summer,Fry,Harvest,1656000
8,Snootli Cr,Atnarko R,2020,Sockeye,Summer,Fry,Rebuilding,35000
8,Snootli Cr,Atnarko R,2020,Sockeye,Summer,Smolt 1+,Rebuilding,50000
8,Snootli Cr,Lonesome Lk,2020,Sockeye,Summer,Fry,Rebuilding,255000
4,Terrace,Kitsum Abv Canyon,2020,Chinook,Summer,Fry,Assessment,100000
4,Terrace,Kitsum Abv Canyon,2020,Chinook,Summer,Smolt 1+,Assessment,30000
4,Terrace,Kitsum Bel Canyon,2020,Chinook,Summer,Fry,Assessment,100000
4,Terrace,Kitsum Bel Canyon,2020,Chinook,Summer,Smolt 1+,Assessment,30000
4,Toboggan Cr,Bulkley R Up,2020,Chinook,Spring,Fry,Rebuilding,35000
4,Toboggan Cr,Toboggan Cr,2020,Coho,Summer,Fry,Stewardship,15000
4,Toboggan Cr,Toboggan Cr,2020,Coho,Summer,Smolt 1+,Assessment,35000
7,Victor Cr,Lagoon Cr/CCST,2020,Sockeye,Fall,Fry,Harvest,45000
14,Big Qualicum R,Big Qualicum R,2020,Chinook,Fall,Smolt 0+,Assessment/Harvest,3500000
14,Big Qualicum R,Big Qualicum R,2020,Chum,Fall,Fry,Harvest,49795200
14,Big Qualicum R,Big Qualicum R,2020,Coho,Fall,Smolt 1+,Assessment/Harvest,400000
29E,Chapman Cr,Chilliwack R,2020,Chinook,Fall,Smolt 0+,Harvest,65000
16,Chapman Cr,Angus Cr,2020,Chum,Fall,Fry,Rebuilding,90000
16,Chapman Cr,Chapman Cr,2020,Chum,Fall,Fry,Rebuilding,90000
16,Chapman Cr,Chapman Cr,2020,Coho,Fall,Smolt 1+,Harvest,50000
16,Chapman Cr,Chapman Cr,2020,Pink,Fall,Fry,Rebuilding,250000
24,Clayoquot,Kennedy R Low,2020,Chinook,Fall,Smolt 0+,Rebuilding,380000
24,Clayoquot,Kennedy R Low,2020,Chinook,Fall,Smolt 0+,Rebuilding,100000
25,Conuma R,Burman R,2020,Chinook,Fall,Seapen,Harvest,200000
25,Conuma R,Conuma R,2020,Chinook,Fall,Seapen,Harvest,2200000
25,Conuma R,Conuma R,2020,Chinook,Fall,Smolt 0+,Harvest,500000
25,Conuma R,Gold R,2020,Chinook,Fall,Smolt 0+,Harvest,500000
25,Conuma R,Conuma R,2020,Chum,Fall,Seapen,Harvest,1500000
25,Conuma R,Conuma R,2020,Chum,Fall,Fry,Harvest,500000
25,Conuma R,Tlupana R,2020,Chum,Fall,Fry,Rebuilding,1000000
25,Conuma R,Conuma R,2020,Coho,Fall,Seapen,Harvest,150000
18,Cowichan R,Cowichan R,2020,Chinook,Fall,Smolt 0+,Assessment,700000
14,Englishman Enh,Englishman R,2020,Chinook,Fall,Smolt 0+,Rebuilding,100000
14,Fanny Bay/GSVI,Rosewall Cr,2020,Chum,Fall,Fry,Stewardship,225000
14,Fanny Bay/GSVI,Wilfred Cr (Coal),2020,Chum,Fall,Fry,Stewardship,45000
14,Fanny Bay/GSVI,Rosewall Cr,2020,Coho,Fall,Smolt 1+,Harvest,50000
14,Fanny Bay/GSVI,Wilfred Cr (Coal),2020,Coho,Fall,Smolt 1+,Harvest,10000
14,French Cr,French Cr,2020,Chum,Fall,Fry,Stewardship,90000
14,French Cr,French Cr,2020,Coho,Fall,Fry,Stewardship,30000
19,Goldstream R,Goldstream R,2020,Chum,Fall,Fry,Harvest,300000
19,Goldstream R,Goldstream R,2020,Chum,Fall,Eyed Egg,Stewardship,50000
19,Goldstream R,Goldstream R,2020,Chum,Fall,Fry,Stewardship,25000
19,Goldstream R,Craigflower Cr,2020,Coho,Fall,Fry,Rebuilding,45000
19,Goldstream R,Goldstream R,2020,Coho,Fall,Smolt 1+,Harvest,100000
19,Goldstream R,Goldstream R,2020,Coho,Fall,Fry,Rebuilding,5000
19,Goldstream R,Goldstream R,2020,Coho,Fall,Fry,Stewardship,5000
19,Goldstream R,Goldstream R,2020,Coho,Fall,Smolt 1+,Rebuilding,10000
19,Goldstream R,Goldstream R,2020,Coho,Fall,Fry,Stewardship,10000
12,Gwa'ni,Nimpkish R,2020,Chinook,Fall,Smolt 0+,Rebuilding,162500
12,Gwa'ni,Nimpkish R Low,2020,Chum,Fall,Fry,Rebuilding,2000000
12,Gwa'ni,Nimpkish R,2020,Pink,Fall,Fry,Stewardship,100000
23,Huu-ay-aht,Sugsaw Cr,2020,Chum,Fall,Fry,Rebuilding,450000
23,Huu-ay-aht,Pachena R,2020,Coho,Fall,Fry,Rebuilding,20000
14,L Qualicum R,L Qualicum R,2020,Chinook,Fall,Smolt 0+,Harvest,2250000
14,Little R/GSVI,Little R/GSVI,2020,Chum,Fall,Fry,Rebuilding,90000
14,Little R/GSVI,Little R/GSVI,2020,Coho,Fall,Smolt 1+,Rebuilding,20000
17,Nanaimo R,Chemainus R,2020,Chinook,Fall,Fry,Rebuilding,67500
17,Nanaimo R,Nanaimo R,2020,Chinook,Fall,Fry,Rebuilding,10000
17,Nanaimo R,Nanaimo R,2020,Chinook,Fall,Smolt 0+,Rebuilding,415000
17,Nanaimo R,First Lk/GSVI,2020,Chinook,Summer,Smolt 0+,Rebuilding,225000
17,Nanaimo R,Nanaimo R,2020,Chum,Fall,Fry,Harvest,900000
17,Nanaimo R,Nanaimo R,2020,Coho,Fall,Fry,Rebuilding,20000
17,Nanaimo R,Nanaimo R,2020,Coho,Fall,Fry,Rebuilding,50000
17,Nanaimo R,Nanaimo R,2020,Coho,Fall,Smolt 1+,Rebuilding,84000
17,Nanaimo R,Nanaimo R,2020,Coho,Fall,Fry,Rebuilding,30000
17,Nanaimo R,Nanaimo R,2020,Pink,Fall,Seapen,Harvest,400000
17,Nanaimo R,Nanaimo R,2020,Pink,Fall,Fry,Harvest,60000
17,Nanaimo R,Nanaimo R,2020,Pink,Fall,Seapen,Harvest,200000
13,Nile Cr,Quinsam R,2020,Pink,Fall,Fry,Harvest,900000
22,Nitinat R,Nitinat R,2020,Chinook,Fall,Seapen,Harvest,2000000
22,Nitinat R,Nitinat R,2020,Chinook,Fall,Seapen,Harvest,1500000
22,Nitinat R,Nitinat R,2020,Chinook,Fall,Seapen,Harvest,500000
23,Nitinat R,Sarita R,2020,Chinook,Fall,Fry,Harvest,250000
23,Nitinat R,Sarita R,2020,Chinook,Fall,Smolt 0+,Harvest,250000
22,Nitinat R,Nitinat R,2020,Chum,Fall,Seapen,Harvest,10000000
22,Nitinat R,Nitinat R,2020,Coho,Fall,Fry,Harvest,12500
22,Nitinat R,Nitinat R,2020,Coho,Fall,Fry,Harvest,25000
22,Nitinat R,Nitinat R,2020,Coho,Fall,Smolt 1+,Harvest,100000
14,Oyster R,Oyster R,2020,Chinook,Fall,Smolt 0+,Rebuilding,55000
14,Oyster R,Oyster R,2020,Chum,Fall,Fry,Rebuilding,320000
14,Oyster R,Oyster R,2020,Coho,Fall,Fry,Stewardship,40000
14,Oyster R,Oyster R,2020,Coho,Fall,Smolt 1+,Rebuilding,40000
14,Oyster R,Oyster R,2020,Pink,Fall,Fry,Harvest,990000
27,P Hardy/Marble,Marble R,2020,Chinook,Fall,Smolt 0+,Harvest,910000
27,P Hardy/Marble,Marble R,2020,Chinook,Fall,Seapen,Harvest,90000
27,P Hardy/Marble,Marble R,2020,Coho,Fall,Smolt 1+,Harvest,130000
12,P Hardy/Quatse,Quatse R,2020,Chum,Fall,Fry,Stewardship,100000
12,P Hardy/Quatse,Cluxewe R,2020,Coho,Fall,Smolt 1+,Harvest,75000
12,P Hardy/Quatse,Quatse R,2020,Coho,Fall,Smolt 1+,Harvest,75000
12,P Hardy/Quatse,Cluxewe R,2020,Pink,Fall,Fry,Rebuilding,800000
12,P Hardy/Quatse,Quatse R,2020,Pink,Fall,Fry,Harvest,1350000
15,Powell R,Lang Cr,2020,Chinook,Fall,Fry,Harvest,150000
15,Powell R,Lang Cr,2020,Chinook,Fall,Smolt 0+,Harvest,680000
15,Powell R,Lang Cr,2020,Chum,Fall,Fry,Rebuilding,560000
15,Powell R,Lang Cr,2020,Chum,Fall,Fry,Rebuilding,70000
15,Powell R,Lang Cr,2020,Chum,Fall,Fry,Stewardship,70000
15,Powell R,Lang Cr,2020,Coho,Summer,Fry,Harvest,22500
15,Powell R,Lang Cr,2020,Coho,Summer,Fry,Harvest,215000
14,Puntledge R,Puntledge R,2020,Chinook,Fall,Smolt 0+,Harvest,1800000
14,Puntledge R,Puntledge R,2020,Chinook,Summer,Smolt 0+,Assessment/Conservation,500000
14,Puntledge R,Puntledge R,2020,Chinook,Summer,Smolt 1+,Conservation,10000
14,Puntledge R,Puntledge R,2020,Chum,Fall,Fry,Harvest,2700000
14,Puntledge R,Puntledge R,2020,Coho,Fall,Fry,Rebuilding,500000
14,Puntledge R,Puntledge R,2020,Coho,Fall,Fry,Rebuilding,50000
14,Puntledge R,Puntledge R,2020,Coho,Fall,Smolt 1+,Harvest,100000
14,Puntledge R,Puntledge R,2020,Coho,Fall,Fry,Rebuilding,190000
14,Puntledge R,Trent R,2020,Coho,Fall,Fry,Stewardship,30000
14,Puntledge R,Trent R,2020,Coho,Fall,Fry,Stewardship,20000
13,Quinsam R,Quinsam R,2020,Chinook,Fall,Fry,Rebuilding,884000
13,Quinsam R,Quinsam R,2020,Chinook,Fall,Seapen,Harvest,600000
13,Quinsam R,Quinsam R,2020,Chinook,Fall,Fry,Harvest,200000
13,Quinsam R,Quinsam R,2020,Chinook,Fall,Smolt 0+,Assessment/Harvest,1900000
13,Quinsam R,Quinsam R,2020,Coho,Fall,Fry,Stewardship,500
13,Quinsam R,Quinsam R,2020,Coho,Fall,Fry,Stewardship,2500
13,Quinsam R,Quinsam R,2020,Coho,Fall,Fry,Rebuilding,170000
13,Quinsam R,Quinsam R,2020,Coho,Fall,Smolt 1+,Assessment/Harvest,400000
13,Quinsam R,Quinsam R,2020,Pink,Fall,Fry,Harvest,6100000
23,Robertson Cr,Nahmint R,2020,Chinook,Fall,Smolt 0+,Conservation,165000
23,Robertson Cr,Robertson Cr,2020,Chinook,Fall,Seapen,Assessment/Harvest,300000
23,Robertson Cr,Robertson Cr,2020,Chinook,Fall,Smolt 0+,Assessment/Harvest,6100000
23,Robertson Cr,Robertson Cr,2020,Coho,Fall,Smolt 1+,Assessment/Harvest,200000
16,Rosewall Cr,Sakinaw Lk,2020,Sockeye,Summer,Fry,Conservation,700000
16,Rosewall Cr,Sakinaw Lk,2020,Sockeye,Summer,Smolt 1+,Conservation,25000
20,San Juan R,San Juan R,2020,Chinook,Fall,Smolt 0+,Rebuilding,500000
13,Sayward F&G,Salmon R/JNST,2020,Chinook,Fall,Smolt 0+,Rebuilding,120000
15,Sliammon R,Sliammon R,2020,Chinook,Fall,Smolt 0+,Harvest,100000
15,Sliammon R,Sliammon R,2020,Chum,Fall,Fry,Harvest,700000
15,Sliammon R,Sliammon R,2020,Coho,Fall,Fry,Rebuilding,60000
22,Sooke R,Nitinat R,2020,Chinook,Fall,Seapen,Harvest,70000
22,Sooke R,Nitinat R,2020,Chinook,Fall,Smolt 0+,Stewardship,212500
20,Sooke R,Sooke R,2020,Chinook,Fall,Smolt 0+,Stewardship,225000
